"id","tahun","status","sdgs","judul_proposal"
"PENGABDIAN--135594835917589360","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","SURVEI DAN PEMETAAN RUMAH SEDERHANA TANPA STRUKTUR DI DESA TANJUNG ANOM KECAMATAN AMBARAWA KABUPATEN PRINGSEWU PROVINSI LAMPUNG"
"PENGABDIAN--2165960349052853824","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Sosialisasi Masyarakat Desa Wisata di Desa Maja Kecamatan kalianda Berbasis Mitigasi Tsunami"
"PENGABDIAN--2539345547822409901","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PENERAPAN SISTEM MANAJEMEN KEUANGAN SEBAGAI USAHA UNTUK MENINGKATKAN KUALITAS PENGELOLAAN KEUANGAN USAHA MIKRO, KECIL DAN MENENGAH DESA LABUHAN, KEC.  PULAU PISANG"
"PENGABDIAN--2587767893325299329","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Perancangan Jaring dan Bak Sampah di Sekitar Sungai Way Kuripan Kelurahan Negeri Olok Gading Kecamatan Teluk Betung Barat"
"PENGABDIAN--3099805681049018909","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PKM Pendampingan Sistem Jaminan Halal dan Pengembangan Produk Kopi pada Petani Kopi di Kecamatan Ulu Belu, Kab. Tanggamus."
"PENGABDIAN--3251837682718590303","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pemetaan Lokasi Sumur Resapan Secara Efektif untuk Konservasi Air di Kelurahan Korpri Jaya Kecamatan Sukarame, Kota Bandar Lampung "
"PENGABDIAN--3592451038634675169","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pelatihan Pembuatan Ecobrick sebagai Upaya Mengurangi Sampah Plastik pada Kelompok Masyarakat di Desa Gebang, Pesawaran"
"PENGABDIAN--443530791953184364","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PkM Pelatihan 3D Printer di Sekolah Islam Terpadu Ar-Raihan (Studi Kasus Desain 3D Anatomi Manusia)"
"PENGABDIAN--4741259337686273018","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pengembangan Sistem Tata Suara di Masjid Ad-Du’a Bandar Lampung Berbasis Pengukuran Akustik dengan Parameter Reverberation Time dan Speech Transmission Index"
"PENGABDIAN--5263359527944833645","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Program Pengembangan Destinasi Wisata Mancanegara Melalui 3P (Pemetaan, Pelatihan, dan Promosi) di Pulau Sebesi"
"PENGABDIAN--5682498834631401850","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pelatihan Pembuatan Sistem Administrasi Sekolah Sederhana Terintegrasi (SIASIG) Di SMAN 2 Bandar Lampung"
"PENGABDIAN--7315067773635535865","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PEMETAAN JALUR DRAINASE YANG BERKELANJUTAN DI DESA KARANG ANYAR"
"PENGABDIAN--7629711862975850739","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pemberdayaan Perempuan untuk Kesehatan Keluarga melalui Pelatihan Pembuatan Permen Jelly Kunyit sebagai Produk Nutrasetikal Peningkat Daya Tahan Tubuh di Era Pandemi Covid-19 Perumahan Griya Damai Lestari Kelurahan Sabah Balau Lampung Selatan"
"PENGABDIAN--8120858691787885770","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PENGEMBANGAN PRODUK SAMPING LARVA BSF SEBAGAI BAHAN BAKU KOSMETIK PADA PETERNAK MAGGOT DI DESA TRIHARJO, MERBAU MATARAM, LAMPUNG SELATAN"
"PENGABDIAN-1577263170842207699","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pembuatan masterplan Sistem Drainase Kawasan Permukiman di Griya Assalam, Rajabasa, Kota Bandar Lampung"
"PENGABDIAN-167822043574505243","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Penyusunan Basis Data Lahan Garapan Menggunakan Metode Terestris untuk Pengembangan Desa Agroforestri Berbasis Informasi Geospasial (Studi Kasus: Desa Girimulyo)"
"PENGABDIAN-1694353770676592993","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","APLIKASI ECO-ENZYME DARI SAMPAH ORGANIK SEBAGAI BAHAN DESINFEKTAN PADA MASYARAKAT DESA SIDODADI KABUPATEN PESAWARAN"
"PENGABDIAN-1762780357557786047","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PELATIHAN PEMELIHARAAN LEBAH MADU TANPA SENGAT SEBAGAI USAHA PENINGKATAN DAYA TAHAN TUBUH MASYARAKAT DI DESA BUMISARI, NATAR"
"PENGABDIAN-1821787553017664734","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pelatihan Pembuatan Produk Sabun Cair Cuci Piring di PKK Kelurahan Kaliawi, Tanjung Karang Pusat sebagai Usaha Pemulihan Ekonomi Ditengah Pandemi Covid-19"
"PENGABDIAN-2691674037196089555","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pelatihan Aplikasi Instrumentasi dan Automasi Berbasis PLC Untuk Meningkatkan Kapasitas  Keahlian Elektronika Industri di SMK"
"PENGABDIAN-3393612229361563003","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pendayagunaan Eksplorasi Daya Tarik Inovasi Situs Pugung Raharjo Sebagai Taman Rekreasi Geopark dan Astrowisata Lampung"
"PENGABDIAN-3466518648550662781","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pelatihan Pemanfaatan Limbah Rambut Jagung sebagai Produk Pangan Fungsional di Desa Banjar Agung, Lampung Selatan"
"PENGABDIAN-4180718212767572625","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pelatihan Pembuatan Pupuk Kompos dari Limbah : Solusi Menurunnya Subsidi Pupuk di Desa Marga Agung"
"PENGABDIAN-4548240517481538379","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pelatihan Pemanfaatan Limbah Kulit Pisang sebagai Alternatif Bahan Dasar Pembuatan Keripik di UMKM Lateb Jaya, Bandar Lampung"
"PENGABDIAN-4593041538669098880","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PELATIHAN PENJERNIHAN MINYAK JELANTAH MENGGUNAKAN BLEACHING EARTH DI DESA PADANG REJO, PRINGSEWU"
"PENGABDIAN-5528001867057042708","2022","diusulkan","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Desa Maju Berbasis Informasi Geospasial Melalui Pemetaan Sistem Informasi Utilitas Bangunan Lengkap (Studi Kasus: Dusun II A, Desa Karang Anyar)"
"PENGABDIAN-5544284924888077641","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PENGUATAN DESA TANGGUH BENCANA (DESTANA) DI KAWASAN WISATA KRUI, KABUPATEN PESISIR BARAT"
"PENGABDIAN-6315250918335796958","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Sosialisasi Potensi Sumber Daya Air Sungai Way Tebu terhadap Pengairan Daerah Irigasi Desa Tanjung Anom"
"PENGABDIAN-6511049500206449856","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PKM Pemetaan Partispatif Masyarakat dalam Penataan Kampung Kota di Kampung Cungkeng, Teluk Betung, Bandar Lampung"
"PENGABDIAN-6655657024364665799","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Peningkatan Kapasitas Pesantren sebagai Pusat Penanganan Sampah Anorganik melalui Digitalisasi Operasional Bank Sampah berbasis Android di Kecamatan Candipuro, Kabupaten Lampung Selatan"
"PENGABDIAN-6667260123877449885","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Pelatihan Penggunaan Google Classroom dan Quizizz terhadap Guru SMAN 2 Bandar Lampung"
"PENGABDIAN-728442203556364260","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Peningkatan Produksi dan Mutu Gaharu pada UMKM Komet Gaharu"
"PENGABDIAN-7688290048534922570","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","APLIKASI BUDIDAYA IKAN DALAM EMBER “BUDIKDAMBER” DENGANAKUAPONIK DALAM PEMENUHAN GIZI KELUARGA DI DESAGEDUNGHARAPAN, LAMPUNG SELATAN"
"PENGABDIAN-7843945337365769122","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PROGRAM PELATIHAN KUALITAS LAYANAN TERRA TERHADAP PELAKU USAHA HOTEL DAN RESTORAN DI KAWASAN PANTAI TANJUNG SETIA, KABUPATEN PESISIR BARAT, PROVINSI LAMPUNG"
"PENGABDIAN-7921720768381552147","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Sosialisasi dan Pelatihan Perencanaan Rencana Anggaran Biaya (RAB) Pembangunan Infrastruktur Desa Adiluwih Pringsewu"
"PENGABDIAN-8432640824096359511","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PEMBERDAYAAN KELOMPOK PKK DUSUN JATISARI DALAM PEMBUATAN SABUN CUCI PIRING BERBASIS HUMEKTAN ALAMI ALOE VERA L."
"PENGABDIAN-845898905280378472","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Penerapan Aplikasi Konseling di SMA Negeri 2 Kota Bandar Lampung dalam Menghadapi Era Industri 4.0 dan Pandemi Covid-19"
"PENGABDIAN-845898905280378472","2022","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Penerapan Aplikasi Konseling di SMA Negeri 2 Kota Bandar Lampung dalam Menghadapi Era Industri 4.0 dan Pandemi Covid-19"
"PENGABDIAN-9086145679982461247","2022","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Implementasi Produk POCI Masaro  ITERA Untuk Pertanian Singkong dan Sayuran Organik di Lampung"
"PENGABDIAN--2047627988864181765","2023","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PERMODELAN SEBARAN BANJIR DAN SOSIALISASI PETA MITIGASI BANJIR DI DESA SIDOREJO KECAMATAN SIDOMULYO"
"PENGABDIAN--4026023352381147054","2023","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Edukasi kepada masyarakat terkait aktivitas penambangan ilegal oleh Penambang Tanpa Izin (PETI) dan bahaya penggunaan merkuri dalam pengolahan emas di Dusun Teluk Harapan dan Dusun Purwodadi, Desa Sidomekar, Kecamatan Katibung, Lampung Selatan"
"PENGABDIAN--4551343083213827288","2023","ditolak","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PELATIHAN PEMBUATAN ECO-SOAP BERBAHAN LERAK UNTUK MENINGKATKAN PEREKONOMIAN MASYARAKAT  DESA TANJUNG SARI, NATAR, LAMPUNG SELATAN"
"PENGABDIAN--5535579049919820730","2023","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","Penyuluhan Dampak Stunting pada Balita dan Pelatihan Pembuatan Biskuit Pangan Fungsional dari Mikoprotein Jamur Tiram Putih dan Labu Kuning (J-Laning) sebagai Upaya Pencegahan Stunting pada Balita di Posyandu Desa Banjar Agung, kecamatan Jati Agung, Kabupaten Lampung Selatan"
"PENGABDIAN--6539495655568204150","2023","diterima","Program Kemitraan Masyarakat PKM maks Rp 10 000 000","PERENCANAAN SALURAN DRAINASE DAN SOSIALISASI OPERASIONAL DAN PEMELIHARAAN SALURAN DI DESA SIDOREJO KECAMATAN SIDOMULYO KABUPATEN LAMPUNG SELATAN"
